"ruleId","titleZhHant","grammarCategory","formula","structuralSignature","incorrectPattern","correctPattern","explanationZhHant","correctExamples","incorrectExamples","alternativeCorrections","englishVariant","status","version","author"
"PRONOUN_WHOEVER_SUBJECT_CASE","文法規則：PRONOUN WHOEVER SUBJECT_CASE","pronoun","PRONOUN.WHOEVER.SUBJECT_CASE","[""pronoun"",""whoever"",""subject_case""]","Whomever wants","Whoever wants","融合關係詞在內部分句中是 wants 的主語，因此使用主格 whoever。 whomever 只適合在內部分句中擔任賓語的正式用法。","[""Whoever wants""]","[""Whomever wants""]","[]","British English","approved","1","Edmund Sir"
"PSEUDOCLEFT_WHAT_CLAUSE_SINGULAR_IS","文法規則：PSEUDOCLEFT WHAT_CLAUSE SINGULAR_IS","sentence_structure","PSEUDOCLEFT.WHAT_CLAUSE.SINGULAR_IS","[""pseudocleft"",""what_clause"",""singular_is""]","What the project now needs are a permanent funding arrangement","What the project now needs is a permanent funding arrangement","What the project now needs 是融合關係分句，在這裡指一項需要；後面的表語也是單數 a... arrangement，因此用 is。","[""What the project now needs is a permanent funding arrangement""]","[""What the project now needs are a permanent funding arrangement""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_COLON_EXPLANATORY_MAIN_CLAUSE","文法規則：PUNCT COLON EXPLANATORY_MAIN_CLAUSE","punctuation","PUNCT.COLON.EXPLANATORY_MAIN_CLAUSE","[""punct"",""colon"",""explanatory_main_clause""]",",",":","前面的 imagine... 引出一個情境，後面的完整分句說明該情境造成的結果，因此可用冒號。若保留逗號，會把兩個獨立結構錯誤連接。","["":""]","["",""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_COMMA_SPLICE_CAUSAL_SO","文法規則：PUNCT COMMA_SPLICE CAUSAL_SO","punctuation","PUNCT.COMMA_SPLICE.CAUSAL_SO","[""punct"",""comma_splice"",""causal_so""]",", personal outfits",", so personal outfits","前後是兩個完整主句，而且後句是前句的結果，因此加入 so。也可用分號，但分號不會明確標示因果關係。","["", so personal outfits""]","["", personal outfits""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_COMMA_SPLICE_COORDINATOR_AND","文法規則：PUNCT COMMA_SPLICE COORDINATOR_AND","punctuation","PUNCT.COMMA_SPLICE.COORDINATOR_AND","[""punct"",""comma_splice"",""coordinator_and""]","this","and this","前後都是完整主句，不能只用逗號連接。加入 and 後，兩個主句形成正確的並列結構。分號或句號也是可接受替代。","[""and this""]","[""this""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_COMMA_SPLICE_SEMICOLON","文法規則：PUNCT COMMA_SPLICE SEMICOLON","punctuation","PUNCT.COMMA_SPLICE.SEMICOLON","[""punct"",""comma_splice"",""semicolon""]",",",";","the final guest had already left 和 the coordinator still had three forms to check 都是完整主句，不能只用逗號連接。可用分號、句號，或加入 and／but 等連接詞。","["";"",""; some"",""; after""]","["","","", Some"","", After""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_COORDINATED_INDEPENDENT_CLAUSES_COMMA","文法規則：PUNCT COORDINATED_INDEPENDENT_CLAUSES COMMA","punctuation","PUNCT.COORDINATED_INDEPENDENT_CLAUSES.COMMA","[""punct"",""coordinated_independent_clauses"",""comma""]","comparison","comparison,","school uniforms can... 和 they can cause... 都是完整主句，由 but 連接時，正式寫作通常在 but 前加逗號。","[""comparison,""]","[""comparison""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_HOWEVER_COMMA_LOWERCASE_IF","文法規則：PUNCT HOWEVER COMMA LOWERCASE_IF","punctuation","PUNCT.HOWEVER.COMMA.LOWERCASE_IF","[""punct"",""however"",""comma"",""lowercase_if""]","However If","However, if","However 是句首連接副詞，後面加逗號。if 仍在同一句內，因此使用小寫。","[""However, if""]","[""However If""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_INTRODUCTORY_ADVERBIAL_COMMA","文法規則：PUNCT INTRODUCTORY_ADVERBIAL COMMA","punctuation","PUNCT.INTRODUCTORY_ADVERBIAL.COMMA","[""punct"",""introductory_adverbial"",""comma""]","Therefore","Therefore,","Therefore 在句首作連接副詞，正式寫作中通常以逗號與主句分隔。","[""Therefore,"",""For these reasons,"",""However,""]","[""Therefore"",""For these reasons"",""However""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_INTRODUCTORY_ADVERB_COMMA","文法規則：PUNCT INTRODUCTORY_ADVERB COMMA","punctuation","PUNCT.INTRODUCTORY_ADVERB.COMMA","[""punct"",""introductory_adverb"",""comma""]","Nowadays","Nowadays,","Nowadays 位於句首作時間副詞，正式寫作中通常在後面加逗號。","[""Nowadays,""]","[""Nowadays""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_INTRODUCTORY_LINKER_COMMA","文法規則：PUNCT INTRODUCTORY_LINKER COMMA","punctuation","PUNCT.INTRODUCTORY_LINKER.COMMA","[""punct"",""introductory_linker"",""comma""]","As a result","As a result,","As a result 是句首連接語，後面通常加逗號。後面的 but mentally still... 是省略了重複主語和助動詞的平行結構，本身可以成立。","[""As a result,"",""Also,"",""At the same time,""]","[""As a result"",""Also"",""At the same time""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_INTRODUCTORY_PREPOSITIONAL_PHRASE_COMMA","文法規則：PUNCT INTRODUCTORY_PREPOSITIONAL_PHRASE COMMA","punctuation","PUNCT.INTRODUCTORY_PREPOSITIONAL_PHRASE.COMMA","[""punct"",""introductory_prepositional_phrase"",""comma""]","after work","after work,","after work 位於主句前作時間狀語，加入逗號可清楚標示主句從 people 開始。短狀語的逗號有時可省略，但本句結構複雜，應保留。","[""after work,""]","[""after work""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_RESTRICTIVE_PREPOSITIONAL_PHRASE_NO_PARENTHESES","文法規則：PUNCT RESTRICTIVE_PREPOSITIONAL_PHRASE NO_PARENTHESES","punctuation","PUNCT.RESTRICTIVE_PREPOSITIONAL_PHRASE.NO_PARENTHESES","[""punct"",""restrictive_prepositional_phrase"",""no_parentheses""]","Italy,","Italy","in Italy 用來說明是哪一個國家的較年長組別，是必要的限定資料，不應用兩個逗號把它當作可刪除的插入語。","[""Italy""]","[""Italy,""]","[]","British English","approved","1","Edmund Sir"
"PUNCT_SENTENCE_FINAL_FULL_STOP","文法規則：PUNCT SENTENCE_FINAL FULL_STOP","punctuation","PUNCT.SENTENCE_FINAL.FULL_STOP","[""punct"",""sentence_final"",""full_stop""]","personal clothes","personal clothes.","完整陳述句結束時需要句號。段落換行本身不能取代句末標點。","[""personal clothes.""]","[""personal clothes""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_A_FEW_POSITIVE_SMALL_NUMBER","文法規則：QUANTIFIER A_FEW POSITIVE_SMALL_NUMBER","countability","QUANTIFIER.A_FEW.POSITIVE_SMALL_NUMBER","[""quantifier"",""a_few"",""positive_small_number""]","Few","A few","a few 表示「有一些」，帶正面存在意思；few 表示「幾乎沒有」。根據本句要指出已有一些優秀作品，使用 a few。兩者都合文法，但意思不同。","[""A few""]","[""Few""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_A_LITTLE_UNCOUNTABLE","文法規則：QUANTIFIER A_LITTLE UNCOUNTABLE","countability","QUANTIFIER.A_LITTLE.UNCOUNTABLE","[""quantifier"",""a_little"",""uncountable""]","a few extra time","a little extra time","time 在此是不可數名詞，所以使用 a little， 不用修飾複數可數名詞的 a few。","[""a little extra time""]","[""a few extra time""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_A_LITTLE_UNCOUNTABLE_POSITIVE","文法規則：QUANTIFIER A_LITTLE UNCOUNTABLE_POSITIVE","countability","QUANTIFIER.A_LITTLE.UNCOUNTABLE_POSITIVE","[""quantifier"",""a_little"",""uncountable_positive""]","few","a little","a little 修飾不可數名詞，表示仍有少量可用。a little extra time 與前面的 little time 形成有意義的對照。","[""a little""]","[""few""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_FEW_LITTLE_UNCOUNTABLE_FUNDING","文法規則：QUANTIFIER FEW_LITTLE UNCOUNTABLE_FUNDING","countability","QUANTIFIER.FEW_LITTLE.UNCOUNTABLE_FUNDING","[""quantifier"",""few_little"",""uncountable_funding""]","few funding","a little funding","funding 是不可數名詞，要用 little／ a little， 不用 few。原意是雖然資金不多，但仍有一些，因此選擇較正面的 a little。","[""a little funding""]","[""few funding""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_FEW_NEGATIVE_SMALL_NUMBER","文法規則：QUANTIFIER FEW NEGATIVE_SMALL_NUMBER","countability","QUANTIFIER.FEW.NEGATIVE_SMALL_NUMBER","[""quantifier"",""few"",""negative_small_number""]","; a",";","後半句要表達能清楚解釋證據的人很少，因此用 few。若作者只是中性地說有幾人做到，a few 也正確。","["";""]","[""; a""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_GREAT_DEAL_UNCOUNTABLE_NOT_APPLICATIONS","文法規則：QUANTIFIER GREAT_DEAL UNCOUNTABLE_NOT_APPLICATIONS","countability","QUANTIFIER.GREAT_DEAL.UNCOUNTABLE_NOT_APPLICATIONS","[""quantifier"",""great_deal"",""uncountable_not_applications""]","a great deal of applications","a large number of applications","a great deal of 修飾不可數名詞； applications 是複數可數名詞，所以用 a large number of。對照： a great deal of interest。","[""a large number of applications""]","[""a great deal of applications""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_LESS_UNCOUNTABLE_NOT_LESSER","文法規則：QUANTIFIER LESS UNCOUNTABLE_NOT_LESSER","countability","QUANTIFIER.LESS.UNCOUNTABLE_NOT_LESSER","[""quantifier"",""less"",""uncountable_not_lesser""]","lesser time","less time","表示不可數名詞數量較少，用 less time。 lesser 通常表示地位、程度或重要性較低，如 a lesser offence。","[""less time""]","[""lesser time""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_LITTLE_NO_OF_BEFORE_NOUN","文法規則：QUANTIFIER LITTLE NO_OF_BEFORE_NOUN","countability","QUANTIFIER.LITTLE.NO_OF_BEFORE_NOUN","[""quantifier"",""little"",""no_of_before_noun""]","little of time","little time","little 直接修飾不可數名詞： little time。只有在 little of the time 這種帶限定詞的結構中才使用 of。","[""little time""]","[""little of time""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_LITTLE_UNCOUNTABLE_SCARCITY","文法規則：QUANTIFIER LITTLE UNCOUNTABLE_SCARCITY","countability","QUANTIFIER.LITTLE.UNCOUNTABLE_SCARCITY","[""quantifier"",""little"",""uncountable_scarcity""]","a few","little","time 在這裡是不可數名詞，所以不用 few。 little time 表示剩餘時間很少。","[""little""]","[""a few""]","[]","British English","approved","1","Edmund Sir"
"QUANTIFIER_MORE_THAN_ONE","文法規則：QUANTIFIER MORE_THAN_ONE","countability","QUANTIFIER.MORE_THAN_ONE","[""quantifier"",""more_than_one""]","more one form","more than one form","表示數量超過一個，固定結構是 more than one + 單數可數名詞。","[""more than one form""]","[""more one form""]","[]","British English","approved","1","Edmund Sir"
"QUESTION_DIRECT_WH_AUX_SUBJECT_ORDER","文法規則：QUESTION DIRECT WH_AUX_SUBJECT_ORDER","sentence_structure","QUESTION.DIRECT.WH_AUX_SUBJECT_ORDER","[""question"",""direct"",""wh_aux_subject_order""]","Why the evening bus does stop","Why does the evening bus stop","直接疑問句使用疑問詞 + 助動詞 + 主語 + 動詞原形。 does 已承擔第三身單數標記，所以主要動詞用 stop。","[""Why does the evening bus stop""]","[""Why the evening bus does stop""]","[]","British English","approved","1","Edmund Sir"
"QUESTION_DIRECT_WH_OBJECT_DO_SUPPORT","文法規則：QUESTION DIRECT WH_OBJECT DO_SUPPORT","sentence_structure","QUESTION.DIRECT.WH_OBJECT.DO_SUPPORT","[""question"",""direct"",""wh_object"",""do_support""]","Why the portal rejected","Why did the portal reject","這是直接問句， why 問原因而不是主語，所以一般過去式需要 did 倒裝；加入 did 後，主要動詞回到原形 reject。","[""Why did the portal reject""]","[""Why the portal rejected""]","[]","British English","approved","1","Edmund Sir"
"QUESTION_DOES_BASE_VERB","文法規則：QUESTION DOES BASE_VERB","sentence_structure","QUESTION.DOES.BASE_VERB","[""question"",""does"",""base_verb""]","Does every reference has","Does every reference have","does 已承擔第三身單數和現在時標記，後面的主要動詞使用原形 have。","[""Does every reference have""]","[""Does every reference has""]","[]","British English","approved","1","Edmund Sir"
"QUESTION_TAG_POSITIVE_MAIN_NEGATIVE_TAG","文法規則：QUESTION_TAG POSITIVE_MAIN NEGATIVE_TAG","sentence_structure","QUESTION_TAG.POSITIVE_MAIN.NEGATIVE_TAG","[""question_tag"",""positive_main"",""negative_tag""]","The app is working now, is it?","The app is working now, isn't it?","中性的確認問句通常由肯定主句配合否定附加問句： isn't it?。同極性的 is it? 可在驚訝、質疑或挑戰語氣中成立，因此不應忽略語調和語境。","[""The app is working now, isn't it?""]","[""The app is working now, is it?""]","[]","British English","approved","1","Edmund Sir"
"QUESTION_WH_SUBJECT_NO_DO_SUPPORT","文法規則：QUESTION WH_SUBJECT NO_DO_SUPPORT","sentence_structure","QUESTION.WH_SUBJECT.NO_DO_SUPPORT","[""question"",""wh_subject"",""no_do_support""]","How many candidates did complete","How many candidates completed","how many candidates 本身是 completed 的主語。主語疑問句通常不使用 do／ does／ did。對照：How many forms did the candidates complete? 中，疑問詞問賓語，所以需要 did。","[""How many candidates completed""]","[""How many candidates did complete""]","[]","British English","approved","1","Edmund Sir"
"REFERENCE_AMBIGUOUS_IT_MULTIPLE_ANTECEDENTS","文法規則：REFERENCE AMBIGUOUS_IT MULTIPLE_ANTECEDENTS","pronoun","REFERENCE.AMBIGUOUS_IT.MULTIPLE_ANTECEDENTS","[""reference"",""ambiguous_it"",""multiple_antecedents""]","but it was faster","but the laptop was faster","前面有 scanner 和 laptop 兩個可能的單數先行詞，it 指涉不安全。系統只有在原意已記錄為 laptop 時才可明確改寫；否則應要求補充資料。","[""but the laptop was faster""]","[""but it was faster""]","[]","British English","approved","1","Edmund Sir"
"REFERENCE_CHAIN_MULTIPLE_IT_ABSTAIN","文法規則：REFERENCE CHAIN MULTIPLE_IT ABSTAIN","pronoun","REFERENCE.CHAIN.MULTIPLE_IT.ABSTAIN","[""reference"",""chain"",""multiple_it"",""abstain""]","because it was unrealistic, although it had drafted it","because the timetable was unrealistic, although the committee itself had drafted it","三個 it 可能分別指 committee 或 timetable，單靠句子不能安全確定。目標句依據已記錄原意解開指涉；沒有原意資料時，預期行動應是 abstention。","[""because the timetable was unrealistic, although the committee itself had drafted it""]","[""because it was unrealistic, although it had drafted it""]","[]","British English","approved","1","Edmund Sir"
"REFERENCE_LATTER_SECOND_OF_TWO","文法規則：REFERENCE LATTER SECOND_OF_TWO","pronoun","REFERENCE.LATTER.SECOND_OF_TWO","[""reference"",""latter"",""second_of_two""]","the last","the latter","在剛提到的兩個群體中指第二個，可用 the latter。the last 通常指一個序列中最後的一項，不一定只是兩者中的第二者。","[""the latter""]","[""the last""]","[]","British English","approved","1","Edmund Sir"
"REFERENCE_ONE_ONES_ADJECTIVE_ELLIPSIS","文法規則：REFERENCE ONE_ONES ADJECTIVE_ELLIPSIS","pronoun","REFERENCE.ONE_ONES.ADJECTIVE_ELLIPSIS","[""reference"",""one_ones"",""adjective_ellipsis""]","the blue","the blue ones","blue 是形容詞；若省略複數名詞 folders，要用代名詞 ones 承接：the blue ones。 the rich 等指人群的名詞化形容詞是另一類結構。","[""the blue ones""]","[""the blue""]","[]","British English","approved","1","Edmund Sir"
"REFERENCE_ONE_REPLACES_SINGULAR_COUNT_NOUN","文法規則：REFERENCE ONE REPLACES_SINGULAR_COUNT_NOUN","pronoun","REFERENCE.ONE.REPLACES_SINGULAR_COUNT_NOUN","[""reference"",""one"",""replaces_singular_count_noun""]","the blue","the blue one","省略已出現的單數可數名詞 route 時，用 one 承接：the blue one。","[""the blue one""]","[""the blue""]","[]","British English","approved","1","Edmund Sir"
"REPORTED_SPEECH_BACKSHIFT_PAST_SIMPLE_TO_PAST_PERFECT","文法規則：REPORTED_SPEECH BACKSHIFT PAST_SIMPLE_TO_PAST_PERFECT","verb_form_or_tense","REPORTED_SPEECH.BACKSHIFT.PAST_SIMPLE_TO_PAST_PERFECT","[""reported_speech"",""backshift"",""past_simple_to_past_perfect""]","failed","had failed","系統故障發生在她說話之前，因此使用過去完成式，清楚顯示兩個過去事件的先後次序。","[""had failed""]","[""failed""]","[]","British English","approved","1","Edmund Sir"
"REPORTED_SPEECH_BACKSHIFT_PRESENT_PERFECT_TO_PAST_PERFECT","文法規則：REPORTED_SPEECH BACKSHIFT PRESENT_PERFECT_TO_PAST_PERFECT","verb_form_or_tense","REPORTED_SPEECH.BACKSHIFT.PRESENT_PERFECT_TO_PAST_PERFECT","[""reported_speech"",""backshift"",""present_perfect_to_past_perfect""]","has received","had received","主句使用過去式 said，而收取申請發生在說話之前，因此可回移為過去完成式 had received。如果內容仍屬當前有效事實，有時可以不回移。","[""had received"",""had""]","[""has received"",""has""]","[]","British English","approved","1","Edmund Sir"
"REPORTED_SPEECH_DEICTIC_LAST_TO_PREVIOUS","文法規則：REPORTED_SPEECH DEICTIC LAST_TO_PREVIOUS","verb_form_or_tense","REPORTED_SPEECH.DEICTIC.LAST_TO_PREVIOUS","[""reported_speech"",""deictic"",""last_to_previous""]","last","the previous","間接引述從較後的時間回顧說話內容時， last evening 常改為 the previous evening。若敘述時間仍與原說話時間相同，則不一定需要改。","[""the previous"",""the previous year""]","[""last"",""last year""]","[]","British English","approved","1","Edmund Sir"
"REPORTED_SPEECH_FUTURE_IN_PAST","文法規則：REPORTED_SPEECH FUTURE_IN_PAST","verb_form_or_tense","REPORTED_SPEECH.FUTURE_IN_PAST","[""reported_speech"",""future_in_past""]","will begin","would begin","從過去敘述點描述其後發生的事情，可把 will 回移為 would。 如果九時的工作坊在報告當刻仍屬未來，保留 will 也可能合理。","[""would begin""]","[""will begin""]","[]","British English","approved","1","Edmund Sir"
"REPORTING_ASK_WHETHER_NO_THAT","文法規則：REPORTING ASK WHETHER NO_THAT","verb_form_or_tense","REPORTING.ASK.WHETHER.NO_THAT","[""reporting"",""ask"",""whether"",""no_that""]","asked that","asked","ask 後面的間接是非問句直接由 whether 或 if 引出，不同時使用 that。","[""asked""]","[""asked that""]","[]","British English","approved","1","Edmund Sir"
"REPORTING_DENY_GERUND","文法規則：REPORTING DENY GERUND","verb_form_or_tense","REPORTING.DENY.GERUND","[""reporting"",""deny"",""gerund""]","to share","sharing","deny 表示否認做過某事時，後面接動名詞： deny doing。 也可接 that 分句，例如 denied that she had shared the files。","[""sharing""]","[""to share""]","[]","British English","approved","1","Edmund Sir"
"REPORTING_PROMISE_SPEAKER_TO_INFINITIVE","文法規則：REPORTING PROMISE SPEAKER_TO_INFINITIVE","verb_form_or_tense","REPORTING.PROMISE.SPEAKER_TO_INFINITIVE","[""reporting"",""promise"",""speaker_to_infinitive""]","promised each applicant to contact them","promised to contact each applicant","做出承諾的人也是執行聯絡的人，因此用 promise to + 動詞。 promise someone to do 不能表示說話者承諾自己做事。也可寫 promised each applicant that she would contact them。","[""promised to contact each applicant""]","[""promised each applicant to contact them""]","[]","British English","approved","1","Edmund Sir"
"REPORTING_SAY_TELL_TELL_PERSON_THAT","文法規則：REPORTING SAY_TELL TELL_PERSON_THAT","verb_form_or_tense","REPORTING.SAY_TELL.TELL_PERSON_THAT","[""reporting"",""say_tell"",""tell_person_that""]","said","told","tell 可直接接聽者： tell someone that...。say 若要加入聽者，通常寫 say to someone that...。","[""told""]","[""said""]","[]","British English","approved","1","Edmund Sir"
"REPORTING_WARN_NP_NOT_TO_INFINITIVE","文法規則：REPORTING WARN NP NOT_TO_INFINITIVE","verb_form_or_tense","REPORTING.WARN.NP.NOT_TO_INFINITIVE","[""reporting"",""warn"",""np"",""not_to_infinitive""]","do not","not to","表示警告某人不要做某事，用 warn + 人 + not to + 動詞原形。 另一個正確結構是 warn someone against doing something。","[""not to""]","[""do not""]","[]","British English","approved","1","Edmund Sir"
"RESPONSE_NEITHER_AUXILIARY_INVERSION","文法規則：RESPONSE NEITHER AUXILIARY_INVERSION","sentence_structure","RESPONSE.NEITHER.AUXILIARY_INVERSION","[""response"",""neither"",""auxiliary_inversion""]","Neither I do","Neither do I","表示自己也不具備前述情況，用 Neither + 助動詞 + 主語。對照肯定回應：So do I.","[""Neither do I""]","[""Neither I do""]","[]","British English","approved","1","Edmund Sir"
"SPELLING_EMPLOYEES","文法規則：SPELLING EMPLOYEES","spelling_or_spacing","SPELLING.EMPLOYEES","[""spelling"",""employees""]","employess","employees","正確拼法是 employees。這是拼字問題，不是句法規則。","[""employees""]","[""employess""]","[]","British English","approved","1","Edmund Sir"
"SPELLING_LARGER","文法規則：SPELLING LARGER","spelling_or_spacing","SPELLING.LARGER","[""spelling"",""larger""]","lager","larger","表示比例較大，要寫 larger。lager 是一種啤酒，屬於另一個真實英文詞。","[""larger""]","[""lager""]","[]","British English","approved","1","Edmund Sir"
"SPELLING_RESOLVE","文法規則：SPELLING RESOLVE","spelling_or_spacing","SPELLING.RESOLVE","[""spelling"",""resolve""]","reslove","resolve","正確拼法是 resolve。這是拼字問題，不是句法規則。","[""resolve""]","[""reslove""]","[]","British English","approved","1","Edmund Sir"
"SPELLING_RETAIL","文法規則：SPELLING RETAIL","spelling_or_spacing","SPELLING.RETAIL","[""spelling"",""retail""]","retai","retail","正確拼法是 retail。這是拼字問題，不是句法規則。","[""retail""]","[""retai""]","[]","British English","approved","1","Edmund Sir"
"SPELLING_WINTER","文法規則：SPELLING WINTER","spelling_or_spacing","SPELLING.WINTER","[""spelling"",""winter""]","the winnter","winter","正確拼法是 winter。","[""winter""]","[""the winnter""]","[]","British English","approved","1","Edmund Sir"
"SVA_A_NUMBER_OF_PLURAL_VERB","文法規則：SVA A_NUMBER_OF PLURAL_VERB","subject_verb_agreement","SVA.A_NUMBER_OF.PLURAL_VERB","[""sva"",""a_number_of"",""plural_verb""]","A number of applications was","A number of applications were","a number of + 複數名詞表示若干個，意思接近 several， 因此使用複數動詞。不要與 the number of 混淆。","[""A number of applications were""]","[""A number of applications was""]","[]","British English","approved","1","Edmund Sir"
"SVA_DATA_ACADEMIC_PLURAL","文法規則：SVA DATA ACADEMIC_PLURAL","subject_verb_agreement","SVA.DATA.ACADEMIC_PLURAL","[""sva"",""data"",""academic_plural""]","the data was limited","the data were limited","正式學術語境可把 data 視為 datum 的複數，因此用 were。 現代一般英文亦常把 data 當集合或不可數名詞並配合 was，不可一律拒絕。","[""the data were limited""]","[""the data was limited""]","[]","British English","approved","1","Edmund Sir"
"SVA_EITHER_OR_NEAREST_SUBJECT","文法規則：SVA EITHER_OR NEAREST_SUBJECT","subject_verb_agreement","SVA.EITHER_OR.NEAREST_SUBJECT","[""sva"",""either_or"",""nearest_subject""]","Either the interns or the archivist are","Either the interns or the archivist is","在 either A or B 結構中，動詞通常配合較接近它的主語。最近的是單數 archivist，所以用 is。為避免不自然，也可改寫為 Either the archivist or the interns are...。","[""Either the interns or the archivist is""]","[""Either the interns or the archivist are""]","[]","British English","approved","1","Edmund Sir"
"SVA_EXISTENTIAL_THERE_SINGULAR_HEAD_IS","文法規則：SVA EXISTENTIAL THERE SINGULAR_HEAD IS","subject_verb_agreement","SVA.EXISTENTIAL.THERE.SINGULAR_HEAD.IS","[""sva"",""existential"",""there"",""singular_head"",""is""]","there are a loss","there is a loss","存現句的動詞要配合後面的真正主語。a loss 是單數，因此使用 there is，不用 there are。","[""there is a loss""]","[""there are a loss""]","[]","British English","approved","1","Edmund Sir"
"SVA_FRACTION_PLURAL_HEAD_PLURAL","文法規則：SVA FRACTION PLURAL_HEAD PLURAL","subject_verb_agreement","SVA.FRACTION.PLURAL_HEAD.PLURAL","[""sva"",""fraction"",""plural_head"",""plural""]","half of the volunteers was","half of the volunteers were","volunteers 是複數，因此 half of the volunteers 配合複數動詞 were。","[""half of the volunteers were""]","[""half of the volunteers was""]","[]","British English","approved","1","Edmund Sir"
"SVA_FRACTION_UNCOUNTABLE_HEAD_SINGULAR","文法規則：SVA FRACTION UNCOUNTABLE_HEAD SINGULAR","subject_verb_agreement","SVA.FRACTION.UNCOUNTABLE_HEAD.SINGULAR","[""sva"",""fraction"",""uncountable_head"",""singular""]","two-thirds of the equipment were","two-thirds of the equipment was","分數結構的動詞配合 of 後面的名詞。 equipment 是不可數單數，所以用 was。","[""two-thirds of the equipment was""]","[""two-thirds of the equipment were""]","[]","British English","approved","1","Edmund Sir"
"SVA_MEASURE_DISTANCE_SINGULAR","文法規則：SVA MEASURE DISTANCE SINGULAR","subject_verb_agreement","SVA.MEASURE.DISTANCE.SINGULAR","[""sva"",""measure"",""distance"",""singular""]","Ten kilometres are too far","Ten kilometres is too far","一段距離被視為一個整體量度時，使用單數動詞。比較： Ten kilometres of roads were repaired 中，主語是複數道路。","[""Ten kilometres is too far""]","[""Ten kilometres are too far""]","[]","British English","approved","1","Edmund Sir"
"SVA_MEASURE_MONEY_AMOUNT_SINGULAR","文法規則：SVA MEASURE MONEY_AMOUNT SINGULAR","subject_verb_agreement","SVA.MEASURE.MONEY_AMOUNT.SINGULAR","[""sva"",""measure"",""money_amount"",""singular""]","three hundred pounds were enough","three hundred pounds was enough","一筆金額被視為一個整體數量時，用單數動詞 was。若指多枚實體硬幣，複數動詞才可能合適。","[""three hundred pounds was enough""]","[""three hundred pounds were enough""]","[]","British English","approved","1","Edmund Sir"
"SVA_MORE_THAN_ONE_SINGULAR_NOUN_VERB","文法規則：SVA MORE_THAN_ONE SINGULAR_NOUN_VERB","subject_verb_agreement","SVA.MORE_THAN_ONE.SINGULAR_NOUN_VERB","[""sva"",""more_than_one"",""singular_noun_verb""]","More than one volunteers were","More than one volunteer was","固定結構 more than one 後面使用單數可數名詞，並通常配合單數動詞：more than one volunteer was...。","[""More than one volunteer was""]","[""More than one volunteers were""]","[]","British English","approved","1","Edmund Sir"
"SVA_NEWS_SINGULAR","文法規則：SVA NEWS SINGULAR","subject_verb_agreement","SVA.NEWS.SINGULAR","[""sva"",""news"",""singular""]","The news were welcomed","The news was welcomed","news 雖然以 s 結尾，但在標準英文中是不可數單數名詞，因此配合 was。","[""The news was welcomed""]","[""The news were welcomed""]","[]","British English","approved","1","Edmund Sir"
"SVA_ONE_OF_THOSE_WHO_PLURAL_RELATIVE_VERB","文法規則：SVA ONE_OF_THOSE_WHO PLURAL_RELATIVE_VERB","subject_verb_agreement","SVA.ONE_OF_THOSE_WHO.PLURAL_RELATIVE_VERB","[""sva"",""one_of_those_who"",""plural_relative_verb""]","one of those assistants who works","one of those assistants who work","關係代名詞 who 的先行詞是複數 those assistants，所以關係分句用 work。Lena 是這群會留至很晚工作的助理之一。","[""one of those assistants who work""]","[""one of those assistants who works""]","[]","British English","approved","1","Edmund Sir"
"SVA_PAST_PLURAL_SUBJECT_WERE","文法規則：SVA PAST PLURAL_SUBJECT WERE","subject_verb_agreement","SVA.PAST.PLURAL_SUBJECT.WERE","[""sva"",""past"",""plural_subject"",""were""]","that was","that were","關係分句的主語是複數 books， 所以 be 的過去式用 were。","[""that were"",""were""]","[""that was"",""was""]","[]","British English","approved","1","Edmund Sir"
"SVA_PAST_SINGULAR_SUBJECT_WAS","文法規則：SVA PAST SINGULAR_SUBJECT WAS","subject_verb_agreement","SVA.PAST.SINGULAR_SUBJECT.WAS","[""sva"",""past"",""singular_subject"",""was""]","were","was","fridge 單數主語，be 的過去式用 was，所以寫 our fridge was。","[""was""]","[""were""]","[]","British English","approved","1","Edmund Sir"
